:Data_list: 20150325_Gp_mag_1m.txt
:Created: 2015 Mar 26 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-13
# Location: W075
# Missing data: -1.00e+05
#
#         1-minute GOES-13 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2015 03 25  1506   57106  54360     1.43e+02    3.35e+01    2.10e+00    1.47e+02
2015 03 25  1507   57106  54420     1.40e+02    3.46e+01    2.39e+00    1.44e+02
2015 03 25  1508   57106  54480     1.38e+02    3.42e+01    1.63e+00    1.42e+02
2015 03 25  1509   57106  54540     1.38e+02    3.35e+01    1.44e+00    1.42e+02
2015 03 25  1510   57106  54600     1.39e+02    3.37e+01    1.60e+00    1.43e+02
2015 03 25  1511   57106  54660     1.40e+02    3.40e+01    1.79e+00    1.44e+02
2015 03 25  1512   57106  54720     1.40e+02    3.47e+01    1.13e+00    1.44e+02
2015 03 25  1513   57106  54780     1.39e+02    3.45e+01    1.50e+00    1.43e+02
2015 03 25  1514   57106  54840     1.38e+02    3.41e+01    1.07e+00    1.42e+02
2015 03 25  1515   57106  54900     1.38e+02    3.50e+01    7.84e-01    1.43e+02
2015 03 25  1516   57106  54960     1.40e+02    3.40e+01    1.04e+00    1.44e+02
2015 03 25  1517   57106  55020     1.41e+02    3.40e+01    1.24e+00    1.45e+02
2015 03 25  1518   57106  55080     1.41e+02    3.29e+01    1.07e+00    1.45e+02
2015 03 25  1519   57106  55140     1.40e+02    3.28e+01    1.75e+00    1.44e+02
2015 03 25  1520   57106  55200     1.39e+02    3.39e+01    1.46e+00    1.43e+02
2015 03 25  1521   57106  55260     1.39e+02    3.37e+01    1.19e+00    1.43e+02
2015 03 25  1522   57106  55320     1.39e+02    3.30e+01    1.17e+00    1.43e+02
2015 03 25  1523   57106  55380     1.39e+02    3.33e+01    5.79e-01    1.43e+02
2015 03 25  1524   57106  55440     1.38e+02    3.46e+01    3.03e-01    1.43e+02
2015 03 25  1525   57106  55500     1.37e+02    3.48e+01    4.06e-01    1.42e+02
2015 03 25  1526   57106  55560     1.38e+02    3.51e+01    6.86e-01    1.42e+02
2015 03 25  1527   57106  55620     1.39e+02    3.58e+01    3.73e-01    1.43e+02
2015 03 25  1528   57106  55680     1.40e+02    3.52e+01    7.83e-01    1.44e+02
2015 03 25  1529   57106  55740     1.40e+02    3.52e+01    7.30e-01    1.44e+02
2015 03 25  1530   57106  55800     1.40e+02    3.56e+01    7.45e-01    1.44e+02
2015 03 25  1531   57106  55860     1.40e+02    3.59e+01    8.72e-01    1.44e+02
2015 03 25  1532   57106  55920     1.39e+02    3.54e+01    1.13e+00    1.43e+02
2015 03 25  1533   57106  55980     1.38e+02    3.42e+01    1.58e+00    1.43e+02
2015 03 25  1534   57106  56040     1.40e+02    3.39e+01    1.30e+00    1.44e+02
2015 03 25  1535   57106  56100     1.41e+02    3.40e+01    1.23e+00    1.45e+02
2015 03 25  1536   57106  56160     1.40e+02    3.46e+01    1.17e+00    1.45e+02
2015 03 25  1537   57106  56220     1.39e+02    3.47e+01    7.24e-01    1.43e+02
2015 03 25  1538   57106  56280     1.39e+02    3.52e+01    4.41e-01    1.43e+02
2015 03 25  1539   57106  56340     1.40e+02    3.51e+01    1.04e+00    1.45e+02
2015 03 25  1540   57106  56400     1.42e+02    3.54e+01    2.10e+00    1.47e+02
2015 03 25  1541   57106  56460     1.43e+02    3.61e+01    1.30e+00    1.48e+02
2015 03 25  1542   57106  56520     1.39e+02    3.87e+01    2.57e-01    1.44e+02
2015 03 25  1543   57106  56580     1.36e+02    3.54e+01    4.25e-02    1.41e+02
2015 03 25  1544   57106  56640     1.38e+02    3.51e+01   -1.27e+00    1.42e+02
2015 03 25  1545   57106  56700     1.36e+02    3.95e+01   -2.70e+00    1.42e+02
2015 03 25  1546   57106  56760     1.32e+02    4.04e+01   -4.02e-01    1.38e+02
2015 03 25  1547   57106  56820     1.28e+02    3.98e+01    1.23e+00    1.34e+02
2015 03 25  1548   57106  56880     1.27e+02    3.42e+01    1.85e+00    1.31e+02
2015 03 25  1549   57106  56940     1.28e+02    2.80e+01    9.61e-01    1.31e+02
2015 03 25  1550   57106  57000     1.32e+02    2.73e+01    1.52e+00    1.35e+02
2015 03 25  1551   57106  57060     1.38e+02    3.45e+01    1.99e+00    1.42e+02
2015 03 25  1552   57106  57120     1.38e+02    3.48e+01    9.88e-01    1.43e+02
2015 03 25  1553   57106  57180     1.39e+02    3.83e+01    1.32e+00    1.44e+02
2015 03 25  1554   57106  57240     1.37e+02    3.94e+01    1.12e+00    1.43e+02
2015 03 25  1555   57106  57300     1.35e+02    3.61e+01   -1.48e+00    1.40e+02
2015 03 25  1556   57106  57360     1.36e+02    3.50e+01    8.17e-03    1.40e+02
2015 03 25  1557   57106  57420     1.35e+02    3.51e+01    9.09e-01    1.40e+02
2015 03 25  1558   57106  57480     1.35e+02    3.61e+01   -1.45e+00    1.40e+02
2015 03 25  1559   57106  57540     1.35e+02    3.61e+01    2.85e-01    1.40e+02
2015 03 25  1600   57106  57600     1.34e+02    3.42e+01    4.81e-01    1.39e+02
2015 03 25  1601   57106  57660    -1.00e+05   -1.00e+05   -1.00e+05   -1.00e+05
2015 03 25  1602   57106  57720    -1.00e+05   -1.00e+05   -1.00e+05   -1.00e+05
2015 03 25  1603   57106  57780    -1.00e+05   -1.00e+05   -1.00e+05   -1.00e+05
2015 03 25  1604   57106  57840    -1.00e+05   -1.00e+05   -1.00e+05   -1.00e+05
2015 03 25  1605   57106  57900    -1.00e+05   -1.00e+05   -1.00e+05   -1.00e+05
2015 03 25  1606   57106  57960    -1.00e+05   -1.00e+05   -1.00e+05   -1.00e+05
2015 03 25  1607   57106  58020     1.31e+02    3.46e+01   -3.25e+00    1.36e+02
2015 03 25  1608   57106  58080     1.31e+02    3.40e+01   -1.95e+00    1.35e+02
2015 03 25  1609   57106  58140     1.31e+02    3.39e+01   -1.64e+00    1.35e+02
2015 03 25  1610   57106  58200     1.31e+02    3.44e+01   -1.84e+00    1.36e+02
2015 03 25  1611   57106  58260     1.31e+02    3.44e+01   -1.23e+00    1.35e+02
2015 03 25  1612   57106  58320     1.31e+02    3.44e+01   -1.13e+00    1.36e+02
2015 03 25  1613   57106  58380     1.32e+02    3.50e+01   -1.54e+00    1.36e+02
2015 03 25  1614   57106  58440     1.32e+02    3.55e+01   -8.78e-01    1.36e+02
2015 03 25  1615   57106  58500     1.31e+02    3.52e+01   -1.27e+00    1.36e+02
2015 03 25  1616   57106  58560     1.31e+02    3.45e+01   -1.81e+00    1.35e+02
2015 03 25  1617   57106  58620     1.32e+02    3.42e+01   -1.20e+00    1.37e+02
2015 03 25  1618   57106  58680     1.33e+02    3.49e+01   -8.95e-01    1.38e+02
2015 03 25  1619   57106  58740     1.33e+02    3.52e+01   -1.35e+00    1.38e+02
2015 03 25  1620   57106  58800     1.32e+02    3.61e+01   -9.22e-01    1.36e+02
2015 03 25  1621   57106  58860     1.28e+02    3.69e+01   -1.13e+00    1.33e+02
2015 03 25  1622   57106  58920     1.26e+02    3.56e+01   -2.04e+00    1.31e+02
2015 03 25  1623   57106  58980     1.27e+02    3.44e+01   -1.72e+00    1.32e+02
2015 03 25  1624   57106  59040     1.29e+02    3.46e+01   -1.24e+00    1.34e+02
2015 03 25  1625   57106  59100     1.30e+02    3.54e+01   -1.54e+00    1.35e+02
2015 03 25  1626   57106  59160     1.29e+02    3.59e+01   -1.60e+00    1.34e+02
2015 03 25  1627   57106  59220     1.28e+02    3.64e+01   -1.17e+00    1.33e+02
2015 03 25  1628   57106  59280     1.26e+02    3.65e+01   -1.55e+00    1.31e+02
2015 03 25  1629   57106  59340     1.25e+02    3.63e+01   -1.70e+00    1.30e+02
2015 03 25  1630   57106  59400     1.25e+02    3.61e+01   -1.57e+00    1.30e+02
2015 03 25  1631   57106  59460     1.24e+02    3.56e+01   -1.79e+00    1.29e+02
2015 03 25  1632   57106  59520     1.24e+02    3.57e+01   -2.00e+00    1.29e+02
2015 03 25  1633   57106  59580     1.24e+02    3.62e+01   -2.04e+00    1.29e+02
2015 03 25  1634   57106  59640     1.24e+02    3.60e+01   -1.94e+00    1.29e+02
2015 03 25  1635   57106  59700     1.24e+02    3.59e+01   -1.74e+00    1.29e+02
2015 03 25  1636   57106  59760     1.24e+02    3.59e+01   -1.79e+00    1.29e+02
2015 03 25  1637   57106  59820     1.24e+02    3.55e+01   -1.70e+00    1.29e+02
2015 03 25  1638   57106  59880     1.24e+02    3.56e+01   -1.55e+00    1.29e+02
2015 03 25  1639   57106  59940     1.24e+02    3.56e+01   -1.70e+00    1.29e+02
2015 03 25  1640   57106  60000     1.24e+02    3.53e+01   -1.81e+00    1.29e+02
2015 03 25  1641   57106  60060     1.25e+02    3.44e+01   -1.72e+00    1.29e+02
2015 03 25  1642   57106  60120     1.26e+02    3.54e+01   -1.77e+00    1.31e+02
2015 03 25  1643   57106  60180     1.26e+02    3.62e+01   -2.21e+00    1.31e+02
2015 03 25  1644   57106  60240     1.26e+02    3.65e+01   -1.91e+00    1.32e+02
2015 03 25  1645   57106  60300     1.25e+02    3.61e+01   -2.16e+00    1.30e+02
2015 03 25  1646   57106  60360     1.25e+02    3.57e+01   -1.55e+00    1.30e+02
2015 03 25  1647   57106  60420     1.25e+02    3.55e+01   -1.82e+00    1.30e+02
2015 03 25  1648   57106  60480     1.26e+02    3.61e+01   -1.94e+00    1.31e+02
2015 03 25  1649   57106  60540     1.26e+02    3.63e+01   -1.64e+00    1.31e+02
2015 03 25  1650   57106  60600     1.26e+02    3.59e+01   -1.86e+00    1.31e+02
2015 03 25  1651   57106  60660     1.26e+02    3.59e+01   -2.07e+00    1.31e+02
2015 03 25  1652   57106  60720     1.26e+02    3.57e+01   -2.64e+00    1.31e+02
2015 03 25  1653   57106  60780     1.27e+02    3.56e+01   -2.35e+00    1.32e+02
2015 03 25  1654   57106  60840     1.28e+02    3.58e+01   -2.06e+00    1.33e+02
2015 03 25  1655   57106  60900     1.29e+02    3.46e+01   -2.60e+00    1.34e+02
2015 03 25  1656   57106  60960     1.32e+02    3.27e+01   -3.10e+00    1.36e+02
2015 03 25  1657   57106  61020     1.35e+02    3.40e+01   -2.67e+00    1.39e+02
2015 03 25  1658   57106  61080     1.37e+02    3.48e+01   -3.18e+00    1.41e+02
2015 03 25  1659   57106  61140     1.38e+02    3.44e+01   -3.33e+00    1.42e+02
2015 03 25  1700   57106  61200     1.38e+02    3.44e+01   -3.07e+00    1.43e+02
2015 03 25  1701   57106  61260     1.38e+02    3.40e+01   -3.16e+00    1.42e+02
2015 03 25  1702   57106  61320     1.38e+02    3.42e+01   -3.52e+00    1.42e+02
2015 03 25  1703   57106  61380     1.38e+02    3.43e+01   -3.16e+00    1.42e+02
2015 03 25  1704   57106  61440     1.38e+02    3.40e+01   -3.36e+00    1.42e+02
2015 03 25  1705   57106  61500     1.38e+02    3.39e+01   -3.60e+00    1.42e+02
2015 03 25  1706   57106  61560     1.38e+02    3.42e+01   -3.44e+00    1.42e+02
2015 03 25  1707   57106  61620     1.39e+02    3.35e+01   -3.48e+00    1.43e+02
2015 03 25  1708   57106  61680     1.40e+02    3.39e+01   -3.83e+00    1.45e+02
2015 03 25  1709   57106  61740     1.41e+02    3.40e+01   -3.66e+00    1.45e+02
2015 03 25  1710   57106  61800     1.41e+02    3.42e+01   -3.84e+00    1.45e+02
2015 03 25  1711   57106  61860     1.38e+02    3.46e+01   -4.42e+00    1.43e+02
2015 03 25  1712   57106  61920     1.38e+02    3.42e+01   -3.91e+00    1.42e+02
2015 03 25  1713   57106  61980     1.37e+02    3.52e+01   -3.87e+00    1.41e+02
2015 03 25  1714   57106  62040     1.36e+02    3.52e+01   -4.11e+00    1.40e+02
2015 03 25  1715   57106  62100     1.35e+02    3.46e+01   -4.58e+00    1.40e+02
2015 03 25  1716   57106  62160     1.38e+02    3.29e+01   -4.48e+00    1.42e+02
2015 03 25  1717   57106  62220     1.40e+02    3.35e+01   -4.47e+00    1.44e+02
2015 03 25  1718   57106  62280     1.41e+02    3.37e+01   -4.73e+00    1.46e+02
2015 03 25  1719   57106  62340     1.42e+02    3.37e+01   -4.93e+00    1.46e+02
2015 03 25  1720   57106  62400     1.42e+02    3.32e+01   -4.97e+00    1.46e+02
2015 03 25  1721   57106  62460     1.43e+02    3.36e+01   -4.78e+00    1.46e+02
2015 03 25  1722   57106  62520     1.42e+02    3.36e+01   -4.77e+00    1.46e+02
2015 03 25  1723   57106  62580     1.42e+02    3.38e+01   -4.78e+00    1.46e+02
2015 03 25  1724   57106  62640     1.40e+02    3.36e+01   -5.19e+00    1.44e+02
2015 03 25  1725   57106  62700     1.43e+02    3.13e+01   -5.19e+00    1.46e+02
2015 03 25  1726   57106  62760     1.46e+02    3.23e+01   -5.29e+00    1.50e+02
2015 03 25  1727   57106  62820     1.46e+02    3.38e+01   -5.04e+00    1.50e+02
2015 03 25  1728   57106  62880     1.45e+02    3.29e+01   -5.40e+00    1.49e+02
2015 03 25  1729   57106  62940     1.44e+02    3.37e+01   -5.41e+00    1.48e+02
2015 03 25  1730   57106  63000     1.42e+02    3.41e+01   -5.11e+00    1.46e+02
2015 03 25  1731   57106  63060     1.41e+02    3.39e+01   -5.04e+00    1.45e+02
2015 03 25  1732   57106  63120     1.41e+02    3.39e+01   -5.38e+00    1.45e+02
2015 03 25  1733   57106  63180     1.42e+02    3.39e+01   -5.39e+00    1.46e+02
2015 03 25  1734   57106  63240     1.42e+02    3.40e+01   -4.94e+00    1.46e+02
2015 03 25  1735   57106  63300     1.43e+02    3.41e+01   -5.32e+00    1.47e+02
2015 03 25  1736   57106  63360     1.42e+02    3.42e+01   -5.54e+00    1.47e+02
2015 03 25  1737   57106  63420     1.44e+02    3.25e+01   -5.47e+00    1.48e+02
2015 03 25  1738   57106  63480     1.46e+02    3.32e+01   -5.29e+00    1.50e+02
2015 03 25  1739   57106  63540     1.46e+02    3.32e+01   -5.30e+00    1.50e+02
2015 03 25  1740   57106  63600     1.46e+02    3.31e+01   -5.54e+00    1.50e+02
2015 03 25  1741   57106  63660     1.46e+02    3.35e+01   -5.71e+00    1.49e+02
2015 03 25  1742   57106  63720     1.45e+02    3.35e+01   -5.57e+00    1.49e+02
2015 03 25  1743   57106  63780     1.45e+02    3.30e+01   -5.82e+00    1.49e+02
2015 03 25  1744   57106  63840     1.44e+02    3.30e+01   -5.49e+00    1.48e+02
2015 03 25  1745   57106  63900     1.44e+02    3.36e+01   -5.64e+00    1.48e+02
2015 03 25  1746   57106  63960     1.43e+02    3.36e+01   -6.00e+00    1.47e+02
2015 03 25  1747   57106  64020     1.42e+02    3.37e+01   -5.58e+00    1.46e+02
2015 03 25  1748   57106  64080     1.42e+02    3.32e+01   -5.66e+00    1.46e+02
2015 03 25  1749   57106  64140     1.42e+02    3.34e+01   -5.79e+00    1.46e+02
2015 03 25  1750   57106  64200     1.42e+02    3.34e+01   -5.60e+00    1.46e+02
2015 03 25  1751   57106  64260     1.43e+02    3.32e+01   -5.69e+00    1.46e+02
2015 03 25  1752   57106  64320     1.43e+02    3.32e+01   -5.97e+00    1.47e+02
2015 03 25  1753   57106  64380     1.43e+02    3.33e+01   -5.99e+00    1.47e+02
2015 03 25  1754   57106  64440     1.42e+02    3.34e+01   -5.86e+00    1.46e+02
2015 03 25  1755   57106  64500     1.42e+02    3.33e+01   -5.84e+00    1.46e+02
2015 03 25  1756   57106  64560     1.42e+02    3.34e+01   -5.90e+00    1.46e+02
2015 03 25  1757   57106  64620     1.44e+02    3.33e+01   -5.99e+00    1.48e+02
2015 03 25  1758   57106  64680     1.44e+02    3.31e+01   -6.04e+00    1.48e+02
2015 03 25  1759   57106  64740     1.45e+02    3.34e+01   -6.39e+00    1.49e+02
2015 03 25  1800   57106  64800     1.45e+02    3.26e+01   -6.46e+00    1.49e+02
2015 03 25  1801   57106  64860     1.44e+02    3.25e+01   -5.85e+00    1.48e+02
2015 03 25  1802   57106  64920     1.44e+02    3.38e+01   -5.99e+00    1.48e+02
2015 03 25  1803   57106  64980     1.43e+02    3.30e+01   -6.25e+00    1.47e+02
2015 03 25  1804   57106  65040     1.43e+02    3.30e+01   -6.14e+00    1.47e+02
2015 03 25  1805   57106  65100     1.43e+02    3.21e+01   -5.96e+00    1.47e+02
2015 03 25  1806   57106  65160     1.44e+02    3.33e+01   -5.19e+00    1.48e+02
2015 03 25  1807   57106  65220     1.46e+02    3.32e+01   -5.69e+00    1.50e+02
2015 03 25  1808   57106  65280     1.45e+02    3.33e+01   -6.40e+00    1.48e+02
2015 03 25  1809   57106  65340     1.47e+02    3.38e+01   -8.17e+00    1.51e+02
2015 03 25  1810   57106  65400     1.46e+02    3.22e+01   -9.65e+00    1.50e+02
2015 03 25  1811   57106  65460     1.43e+02    3.28e+01   -5.98e+00    1.46e+02
2015 03 25  1812   57106  65520     1.42e+02    3.19e+01   -6.85e+00    1.46e+02
2015 03 25  1813   57106  65580     1.41e+02    3.59e+01   -6.45e+00    1.45e+02
2015 03 25  1814   57106  65640     1.43e+02    3.57e+01   -5.56e+00    1.48e+02
2015 03 25  1815   57106  65700     1.44e+02    3.34e+01   -6.87e+00    1.48e+02
2015 03 25  1816   57106  65760     1.43e+02    3.28e+01   -8.38e+00    1.47e+02
2015 03 25  1817   57106  65820     1.43e+02    3.26e+01   -6.90e+00    1.47e+02
2015 03 25  1818   57106  65880     1.43e+02    3.25e+01   -6.59e+00    1.46e+02
2015 03 25  1819   57106  65940     1.42e+02    3.27e+01   -7.39e+00    1.46e+02
2015 03 25  1820   57106  66000     1.43e+02    3.37e+01   -7.81e+00    1.47e+02
2015 03 25  1821   57106  66060     1.43e+02    3.44e+01   -6.92e+00    1.48e+02
2015 03 25  1822   57106  66120     1.42e+02    3.42e+01   -6.39e+00    1.46e+02
2015 03 25  1823   57106  66180     1.40e+02    3.25e+01   -6.69e+00    1.44e+02
2015 03 25  1824   57106  66240     1.40e+02    3.24e+01   -6.92e+00    1.44e+02
2015 03 25  1825   57106  66300     1.41e+02    3.26e+01   -6.28e+00    1.45e+02
2015 03 25  1826   57106  66360     1.42e+02    3.32e+01   -6.95e+00    1.46e+02
2015 03 25  1827   57106  66420     1.41e+02    3.33e+01   -8.47e+00    1.46e+02
2015 03 25  1828   57106  66480     1.41e+02    3.46e+01   -7.22e+00    1.45e+02
2015 03 25  1829   57106  66540     1.39e+02    3.47e+01   -7.36e+00    1.44e+02
2015 03 25  1830   57106  66600     1.09e+02    4.72e+01    5.69e+00    1.33e+02
2015 03 25  1831   57106  66660    -1.12e+01    3.22e-01    4.73e-01    2.50e+01
2015 03 25  1832   57106  66720     2.13e+01   -1.95e+00   -6.08e+00    6.06e+01
2015 03 25  1833   57106  66780     9.11e+01    1.07e+01   -8.47e+00    1.07e+02
2015 03 25  1834   57106  66840     1.42e+02    3.08e+01   -6.95e+00    1.46e+02
2015 03 25  1835   57106  66900     2.08e+01    5.03e-02    1.32e+01    5.70e+01
2015 03 25  1836   57106  66960     8.41e+00    6.04e+00   -4.73e+00    4.76e+01
2015 03 25  1837   57106  67020    -1.05e+01   -1.80e+01   -7.85e+00    3.02e+01
2015 03 25  1838   57106  67080     1.35e+02    3.66e+01   -9.06e+00    1.43e+02
2015 03 25  1839   57106  67140     1.35e+02    3.74e+01   -9.79e+00    1.40e+02
2015 03 25  1840   57106  67200     1.32e+02    3.51e+01   -7.46e+00    1.37e+02
2015 03 25  1841   57106  67260     1.30e+02    3.63e+01   -1.11e+01    1.35e+02
2015 03 25  1842   57106  67320     1.31e+02    3.72e+01   -9.65e+00    1.36e+02
2015 03 25  1843   57106  67380     1.33e+02    3.68e+01   -7.61e+00    1.38e+02
2015 03 25  1844   57106  67440     1.35e+02    3.49e+01   -1.01e+01    1.40e+02
2015 03 25  1845   57106  67500     1.32e+02    3.41e+01   -9.84e+00    1.37e+02
2015 03 25  1846   57106  67560     1.33e+02    3.69e+01   -9.57e+00    1.38e+02
2015 03 25  1847   57106  67620     1.33e+02    3.62e+01   -1.05e+01    1.38e+02
2015 03 25  1848   57106  67680     1.33e+02    3.59e+01   -9.99e+00    1.38e+02
2015 03 25  1849   57106  67740     1.36e+02    3.50e+01   -1.05e+01    1.41e+02
2015 03 25  1850   57106  67800     1.36e+02    3.28e+01   -1.19e+01    1.41e+02
2015 03 25  1851   57106  67860     1.36e+02    3.24e+01   -1.04e+01    1.40e+02
2015 03 25  1852   57106  67920     1.36e+02    3.31e+01   -8.74e+00    1.41e+02
2015 03 25  1853   57106  67980     1.36e+02    3.40e+01   -1.01e+01    1.40e+02
2015 03 25  1854   57106  68040     1.35e+02    3.44e+01   -1.05e+01    1.40e+02
2015 03 25  1855   57106  68100     1.34e+02    3.40e+01   -1.02e+01    1.39e+02
2015 03 25  1856   57106  68160     1.34e+02    3.34e+01   -1.08e+01    1.39e+02
2015 03 25  1857   57106  68220     1.35e+02    3.43e+01   -1.01e+01    1.39e+02
2015 03 25  1858   57106  68280     1.35e+02    3.35e+01   -9.63e+00    1.39e+02
2015 03 25  1859   57106  68340     1.34e+02    3.37e+01   -1.05e+01    1.39e+02
2015 03 25  1900   57106  68400     1.34e+02    3.29e+01   -1.03e+01    1.39e+02
2015 03 25  1901   57106  68460     1.33e+02    3.27e+01   -9.91e+00    1.37e+02
2015 03 25  1902   57106  68520     1.33e+02    3.27e+01   -1.06e+01    1.37e+02
2015 03 25  1903   57106  68580     1.33e+02    3.22e+01   -9.05e+00    1.37e+02
2015 03 25  1904   57106  68640     1.30e+02    3.37e+01   -8.92e+00    1.35e+02
2015 03 25  1905   57106  68700     1.30e+02    3.35e+01   -1.11e+01    1.34e+02
2015 03 25  1906   57106  68760     1.30e+02    3.03e+01   -1.05e+01    1.34e+02
2015 03 25  1907   57106  68820     1.23e+02    3.69e+01   -3.72e+00    1.28e+02
2015 03 25  1908   57106  68880     1.20e+02    4.17e+01   -6.81e+00    1.28e+02
2015 03 25  1909   57106  68940     1.21e+02    3.74e+01   -8.76e+00    1.27e+02
2015 03 25  1910   57106  69000     1.24e+02    3.47e+01   -8.00e+00    1.29e+02
2015 03 25  1911   57106  69060     1.28e+02    3.74e+01   -1.19e+01    1.34e+02
2015 03 25  1912   57106  69120     1.29e+02    3.53e+01   -1.66e+01    1.35e+02
2015 03 25  1913   57106  69180     1.29e+02    3.19e+01   -9.92e+00    1.34e+02
2015 03 25  1914   57106  69240     1.26e+02    3.50e+01   -5.47e+00    1.31e+02
2015 03 25  1915   57106  69300     1.28e+02    3.28e+01   -1.21e+01    1.33e+02
2015 03 25  1916   57106  69360     1.28e+02    3.32e+01   -1.41e+01    1.33e+02
2015 03 25  1917   57106  69420     1.30e+02    3.54e+01   -9.83e+00    1.35e+02
2015 03 25  1918   57106  69480     1.30e+02    3.24e+01   -1.21e+01    1.35e+02
2015 03 25  1919   57106  69540     1.27e+02    3.27e+01   -1.16e+01    1.32e+02
2015 03 25  1920   57106  69600     1.27e+02    3.37e+01   -1.11e+01    1.32e+02
2015 03 25  1921   57106  69660     1.27e+02    3.73e+01   -7.60e+00    1.33e+02
2015 03 25  1922   57106  69720     1.28e+02    3.54e+01   -1.16e+01    1.34e+02
2015 03 25  1923   57106  69780     1.29e+02    3.48e+01   -1.11e+01    1.34e+02
2015 03 25  1924   57106  69840     1.30e+02    3.62e+01   -1.22e+01    1.35e+02
2015 03 25  1925   57106  69900     1.32e+02    3.63e+01   -1.25e+01    1.37e+02
2015 03 25  1926   57106  69960     1.33e+02    3.26e+01   -1.20e+01    1.37e+02
2015 03 25  1927   57106  70020     1.32e+02    3.29e+01   -9.66e+00    1.36e+02
2015 03 25  1928   57106  70080     1.31e+02    3.26e+01   -6.93e+00    1.35e+02
2015 03 25  1929   57106  70140     1.30e+02    3.66e+01   -6.55e+00    1.35e+02
2015 03 25  1930   57106  70200     1.30e+02    3.56e+01   -9.25e+00    1.35e+02
2015 03 25  1931   57106  70260     1.31e+02    3.79e+01   -1.00e+01    1.37e+02
2015 03 25  1932   57106  70320     1.30e+02    3.51e+01   -1.04e+01    1.35e+02
2015 03 25  1933   57106  70380     1.28e+02    3.70e+01   -9.57e+00    1.34e+02
2015 03 25  1934   57106  70440     1.26e+02    3.76e+01   -9.66e+00    1.32e+02
2015 03 25  1935   57106  70500     1.25e+02    3.77e+01   -9.11e+00    1.31e+02
2015 03 25  1936   57106  70560     1.26e+02    3.92e+01   -8.63e+00    1.32e+02
2015 03 25  1937   57106  70620     1.27e+02    3.91e+01   -9.92e+00    1.33e+02
2015 03 25  1938   57106  70680     1.29e+02    3.88e+01   -1.12e+01    1.35e+02
2015 03 25  1939   57106  70740     1.31e+02    3.57e+01   -1.23e+01    1.36e+02
2015 03 25  1940   57106  70800     1.28e+02    3.28e+01   -1.07e+01    1.33e+02
2015 03 25  1941   57106  70860     1.24e+02    3.47e+01   -8.67e+00    1.29e+02
2015 03 25  1942   57106  70920     1.23e+02    3.57e+01   -9.03e+00    1.29e+02
2015 03 25  1943   57106  70980     1.24e+02    3.73e+01   -8.26e+00    1.29e+02
2015 03 25  1944   57106  71040     1.23e+02    3.77e+01   -8.11e+00    1.29e+02
2015 03 25  1945   57106  71100     1.24e+02    3.89e+01   -9.22e+00    1.30e+02
2015 03 25  1946   57106  71160     1.23e+02    3.76e+01   -9.06e+00    1.29e+02
2015 03 25  1947   57106  71220     1.22e+02    3.74e+01   -7.20e+00    1.28e+02
2015 03 25  1948   57106  71280     1.22e+02    3.61e+01   -7.77e+00    1.28e+02
2015 03 25  1949   57106  71340     1.21e+02    3.77e+01   -8.34e+00    1.27e+02
2015 03 25  1950   57106  71400     1.21e+02    3.80e+01   -9.22e+00    1.27e+02
2015 03 25  1951   57106  71460     1.21e+02    3.85e+01   -9.24e+00    1.27e+02
2015 03 25  1952   57106  71520     1.20e+02    3.81e+01   -8.85e+00    1.26e+02
2015 03 25  1953   57106  71580     1.20e+02    3.74e+01   -8.06e+00    1.26e+02
2015 03 25  1954   57106  71640     1.20e+02    3.80e+01   -8.44e+00    1.27e+02
2015 03 25  1955   57106  71700     1.21e+02    3.57e+01   -9.91e+00    1.26e+02
2015 03 25  1956   57106  71760     1.20e+02    3.41e+01   -8.51e+00    1.25e+02
2015 03 25  1957   57106  71820     1.19e+02    3.64e+01   -8.43e+00    1.25e+02
2015 03 25  1958   57106  71880     1.19e+02    3.69e+01   -9.08e+00    1.25e+02
2015 03 25  1959   57106  71940     1.17e+02    3.68e+01   -5.06e+00    1.22e+02
2015 03 25  2000   57106  72000     1.16e+02    3.91e+01   -6.98e+00    1.23e+02
2015 03 25  2001   57106  72060     1.16e+02    3.88e+01   -8.90e+00    1.22e+02
2015 03 25  2002   57106  72120     1.13e+02    3.52e+01   -9.18e+00    1.19e+02
2015 03 25  2003   57106  72180     1.12e+02    3.34e+01   -6.02e+00    1.17e+02
2015 03 25  2004   57106  72240     1.14e+02    3.80e+01   -6.73e+00    1.20e+02
2015 03 25  2005   57106  72300     1.15e+02    4.06e+01   -1.02e+01    1.22e+02
2015 03 25  2006   57106  72360     1.13e+02    3.71e+01   -9.27e+00    1.19e+02
2015 03 25  2007   57106  72420     1.11e+02    3.40e+01   -7.42e+00    1.16e+02
2015 03 25  2008   57106  72480     1.10e+02    3.52e+01   -5.19e+00    1.16e+02
